method,W,p_value,normal
PCA_7_DBSCAN_eps0.5_min_samples5,0.9817987961192377,0.6299094279552317,True
PCA_7_DBSCAN_eps0.6000000000000001_min_samples5,0.9728415884503342,0.3008826820489832,True
PCA_7_DBSCAN_eps0.7000000000000001_min_samples5,0.9703685028247464,0.23955814875310835,True
PCA_7_DBSCAN_eps0.8_min_samples5,0.9672530207860875,0.17854354847786627,True
PCA_7_DBSCAN_eps0.9_min_samples5,0.980042235425859,0.5537466571661651,True
PCA_7_DBSCAN_eps1.0_min_samples5,0.9794697328744989,0.5298202510512307,True
PCA_7_GMM_n_components2_covariance_typefull_random_state42,0.9849661380725548,0.770148342360225,True
PCA_7_Agglomerative_n_clusters2_linkageward,0.9823809274579349,0.6557664738939484,True
PCA_7_KMeans_n_clusters2_n_init10_random_state42,0.9795619657186684,0.5336389547974139,True
PCA_7_Spectral_n_clusters2_affinitynearest_neighbors_random_state42,0.9815601420946498,0.6193721227940641,True
PCA_7_GMM_n_components3_covariance_typefull_random_state42,0.9883522602004502,0.9003534099116595,True
PCA_7_Agglomerative_n_clusters3_linkageward,0.982819932218244,0.6753543915755948,True
PCA_7_KMeans_n_clusters3_n_init10_random_state42,0.9656843949772984,0.15369486587547856,True
PCA_7_Spectral_n_clusters3_affinitynearest_neighbors_random_state42,0.9271979148934948,0.004335490696261111,False
PCA_7_GMM_n_components4_covariance_typefull_random_state42,0.9858678173579299,0.8081883550688798,True
PCA_7_Agglomerative_n_clusters4_linkageward,0.9908071688596565,0.9631391346038463,True
PCA_7_KMeans_n_clusters4_n_init10_random_state42,0.980557297928651,0.575695619864641,True
PCA_7_Spectral_n_clusters4_affinitynearest_neighbors_random_state42,0.9467699531251756,0.025174428481280077,False
PCA_7_GMM_n_components5_covariance_typefull_random_state42,0.983687522407006,0.7140512107896257,True
PCA_7_Agglomerative_n_clusters5_linkageward,0.9857368173770544,0.8027714017401738,True
PCA_7_KMeans_n_clusters5_n_init10_random_state42,0.9792340714521379,0.5201290850681342,True
PCA_7_Spectral_n_clusters5_affinitynearest_neighbors_random_state42,0.9788448666300398,0.5043391077895194,True
PCA_7_GMM_n_components6_covariance_typefull_random_state42,0.9836109029741353,0.7106434866321428,True
PCA_7_Agglomerative_n_clusters6_linkageward,0.9811776067987232,0.6025848269734297,True
PCA_7_KMeans_n_clusters6_n_init10_random_state42,0.9779956296399565,0.4708790225582463,True
PCA_7_Spectral_n_clusters6_affinitynearest_neighbors_random_state42,0.985337358613199,0.7860108848865377,True
PCA_7_GMM_n_components7_covariance_typefull_random_state42,0.9783008182787124,0.482741182274126,True
PCA_7_Agglomerative_n_clusters7_linkageward,0.9835001777372915,0.7057137780261545,True
